price,mileage,mpg
18798,44233,46.3
16298,12029,41.5
9298,18502,65.7
16000,6238,60.1
9900,14825,64.2
10600,1802,47.9
20590,7580,39.2
19741,6750,74.3
9470,30493,74.3
19498,6621,64.2
6698,28685,54.3
7780,37981,65.7
9720,22038,65.7
8691,12251,64.2
6150,51341,65.7
7381,58372,62.8
6880,25180,54.3
9347,35013,74.3
14990,6591,55.4
5560,23593,57.7
8390,18680,67.3
9691,11377,64.2
10200,27353,60.1
10000,11377,64.2
14500,5223,58.9
9700,20771,52.3
14750,20855,60.1
6750,16072,54.3
10000,17331,44.8
10800,35629,60.1
13666,22164,64.2
11746,9152,54.3
12991,21528,61.4
15500,4551,60.1
9240,27667,64.2
13567,7756,74.3
15351,13064,58.9
15151,13591,58.9
7498,10892,54.3
11998,34577,64.2
14795,26000,67.3
5995,42400,65.7
8995,56000,68.9
10890,24954,47.9
7120,56561,74.3
6891,35009,54.3
9200,34808,57.7
11070,17975,74.3
11057,14644,78.5
12591,32590,64.2
9491,16517,64.2
9791,8600,64.2
5625,34049,54.3
12591,11627,60.1
12610,13589,56.5
10500,3081,47.9
9691,17915,61.4
8491,3482,57.7
19990,5796,47.9
6710,51016,47.1
16230,15837,54.3
17620,9014,51.4
6475,42716,65.7
10660,9065,55.4
11991,23161,74.3
6600,45623,56.5
18498,8924,60.1
6998,32775,54.3
9498,10963,65.7
9495,18683,44.8
4745,17328,57.7
6495,15083,54.3
8298,19062,54.3
8698,10697,65.7
6450,40068,57.7
5720,31998,54.3
14740,31685,67.3
12161,37099,60.1
21350,2314,39.2
12500,48876,67.3
9300,29885,65.7
15200,9892,51.4
14500,17252,51.4
12151,28039,62.8
13351,25000,54.3
11588,20709,78.5
7960,20188,74.3
5570,52290,76.4
8763,47799,74.3
19000,3756,60.1
11700,18587,70.6
9350,28880,60.1
8521,5570,57.7
6041,55152,61.4
12430,35050,74.3
10291,8324,64.2
5820,46191,54.3
9280,10599,64.2
11750,13278,62.8
6180,26105,54.3
15500,5248,56.5
7787,50656,44.1
17998,15575,39.2
6998,13603,54.3
14698,24799,38.2
6798,38271,54.3
14698,25614,38.2
8900,19937,64.2
9200,21000,65.7
11900,9080,62.8
7750,24000,65.7
13830,12963,54.3
15400,14850,60.1
10750,5723,65.7
13750,12932,54.3
9850,16600,64.2
21700,127,50.4
10700,3329,65.7
16100,5673,52.3
10200,12700,64.2
15150,9567,58.9
6000,34583,54.3
8170,42293,74.3
15991,13701,64.2
8190,44653,64.2
15300,12250,60.1
15590,6,60.1
8250,37000,78.5
8600,42294,60.1
11200,12380,65.7
9200,17199,65.7
15000,6591,64.2
9975,30858,54.3
15998,4015,45.6
11998,34883,61.4
16998,1091,51.4
11498,21056,68.9
8498,46668,74.3
11298,29492,74.3
17989,19653,41.5
7495,18795,54.3
9495,23364,65.7
8690,31938,68.9
7591,39549,61.4
13490,35802,41.5
8311,11128,57.7
18760,12935,41.5
7830,14782,57.7
8071,13755,54.3
9480,15258,64.2
8090,13048,54.3
17520,6852,60.1
7450,16806,65.7
12195,50600,60.1
8295,62988,68.9
8990,12600,47.9
7495,40161,65.7
7495,10016,57.7
10298,20536,60.1
19998,3361,40.3
14998,4490,60.1
18798,17691,41.5
7298,36228,54.3
8998,17164,65.7
7698,24015,54.3
5698,60351,54.3
17998,4226,39.2
9395,19000,64.2
10695,8151,58.9
16975,290,60.1
24995,8524,54.3
6895,51621,54.3
8295,43636,74.3
10490,25174,65.7
9995,39414,74.3
17989,19653,41.5
8940,65000,47.9
6485,78000,76.4
7698,23039,54.3
10698,15033,44.8
7995,26863,65.7
14990,7350,48.7
17691,11982,49.6
10291,29000,68.9
16630,3128,51.4
8110,8801,54.3
6600,42112,54.3
7150,35901,44.8
15440,5800,60.1
8980,22522,74.3
9991,19576,53.3
7691,21512,57.7
7491,7000,57.7
8991,30267,44.8
8491,17363,47.9
9491,22571,65.7
12570,24479,54.3
10991,14000,60.1
6800,29000,57.7
7490,14000,57.7
7990,11630,57.7
6380,56725,65.7
8150,44048,74.3
7660,18839,54.3
9067,31967,74.3
10200,19450,60.1
7991,25316,54.3
10660,25453,61.4
10991,24793,65.7
7990,9330,57.7
7160,40736,67.3
5491,43036,55.4
15400,5068,60.1
7700,47192,67.3
13991,38554,54.3
10540,14435,65.7
11245,25622,65.7
10695,19428,65.7
33500,10,37.2
17995,5297,57.7
8750,25786,74.3
5350,60700,54.3
14900,24653,38.2
8995,29830,65.7
15995,15658,45.6
13295,60879,67.3
7790,48503,67.3
15030,401,58.9
8080,25897,54.3
15610,26499,67.3
16420,10554,47.9
18300,5800,47.9
7840,50617,68.9
19980,6966,51.4
7991,28137,54.3
7650,73744,64.2
19117,2538,64.2
20100,4062,70.6
14480,29424,54.3
7300,11498,54.3
9290,26907,64.2
13140,12583,74.3
11240,15669,65.7
9140,53702,78.5
9750,16044,65.7
20510,8184,56.5
8280,5344,57.7
5300,63337,54.3
12910,14163,53.3
7300,12605,57.7
16991,7223,60.1
10140,35074,47.9
17991,4976,60.1
8491,18000,64.2
12710,9467,54.3
9940,29592,64.2
9990,30788,64.2
14450,7952,58.9
13190,8336,56.5
14240,7429,60.1
15580,16052,74.3
13490,2230,58.9
11991,25515,62.8
11300,31118,74.3
8600,28165,54.3
12821,55271,56.5
18134,28027,48.7
9950,60106,60.1
9295,32133,68.9
12995,63000,54.3
9795,19993,61.4
10500,28879,60.1
13470,22793,54.3
7570,24315,54.3
11557,15087,60.1
13080,17946,54.3
8491,23048,65.7
9991,25878,44.1
5570,48189,65.7
10180,22996,52.3
15500,1190,52.3
13498,38995,56.5
5298,66174,65.7
8991,30500,88.3
4991,31400,54.3
11491,36461,74.3
9300,27280,52.3
12991,13125,68.9
6681,54550,44.1
7991,13000,57.7
8491,19581,65.7
7991,38367,65.7
5991,57180,56.5
6991,45123,60.1
18716,11674,41.5
9798,10187,78.5
11998,12290,54.3
7698,34597,44.8
10498,26501,44.8
14998,19168,54.3
19998,26758,48.7
7480,30600,65.7
7714,24000,65.7
15163,16320,48.7
9129,14562,64.2
7506,18000,57.7
12500,13773,62.8
16355,20400,60.1
9815,20205,53.3
11618,10000,61.4
10656,6144,65.7
7998,30000,64.2
15998,46886,54.3
7998,46155,67.3
8998,37750,67.3
8570,29850,60.1
7540,22173,54.3
6700,41406,54.3
5991,61292,65.7
6160,43323,54.3
17000,26041,67.3
12589,5418,58.9
18838,13339,67.3
21750,13778,47.9
22995,20874,44.1
17500,21752,41.5
10857,8000,64.2
18300,11963,54.3
11736,33000,64.2
10468,13076,60.1
10260,12588,65.7
13998,4087,50.4
10498,14073,65.7
13998,13702,58.9
10998,29797,78.5
17998,1144,61.4
7498,28325,54.3
7698,47330,61.4
13498,15123,74.3
11498,14604,58.9
8498,22811,60.1
10998,10434,64.2
13998,16231,58.9
9998,5829,52.3
15298,13312,50.4
17498,11453,48.7
15298,13746,50.4
13698,22669,38.2
8498,7519,54.3
11498,13351,68.9
19498,5865,39.2
16998,3378,51.4
18998,8479,64.2
18998,7766,64.2
13998,10576,58.9
16998,18274,60.1
15998,33415,60.1
10498,25458,74.3
9998,32198,52.3
13498,27491,56.5
9498,7264,48.7
17298,25870,56.5
18598,25490,54.3
10398,16914,65.7
16798,16798,60.1
11998,22023,55.4
15750,22000,56.5
8998,7719,47.9
8698,33465,65.7
6798,26259,70.6
9498,49547,47.9
18498,13501,54.3
12998,7095,51.4
19998,4234,39.2
10998,31399,64.2
13998,11351,58.9
7998,30390,54.3
8998,6546,53.3
16998,31925,67.3
4998,48489,65.7
16498,3124,58.9
17495,13682,61.4
10250,20965,65.7
16250,36500,56.5
13850,40500,67.3
19995,12195,41.5
17500,28366,48.7
15250,21500,74.3
11750,6000,65.7
8498,17030,47.9
10998,28434,74.3
7798,56459,65.7
17500,12200,54.3
29000,11475,28.8
9998,27014,60.1
12498,12705,60.1
7498,54701,67.3
13498,3150,45.6
11998,2269,48.7
17498,9668,64.2
16998,25108,44.8
17998,30010,44.1
12995,11340,62.8
7300,20245,57.7
17250,24185,41.5
18900,9022,50.4
10250,17500,57.7
7300,15901,57.7
10250,18421,61.4
18500,542,61.4
10940,6,43.5
21250,8662,56.5
16695,21189,60.1
8800,4065,64.2
18500,12135,67.3
10500,6636,65.7
15750,34980,41.5
11450,5551,62.8
10400,17542,62.8
8000,25219,54.3
11300,13931,65.7
11300,13673,61.4
14500,22775,54.3
17500,11902,34.4
18750,10800,54.3
28750,6234,28.8
27995,7725,34.5
7500,24987,54.3
14000,16092,54.3
15500,15541,54.3
6800,20600,47.9
13000,13246,58.9
10500,4927,65.7
10400,15517,65.7
15450,12129,60.1
11200,12882,65.7
14250,19596,60.1
10495,15206,65.7
15500,12138,60.1
13600,16960,57.7
15000,16495,80.7
16500,11958,80.7
24250,14875,42.2
17750,11321,67.3
16000,3132,80.7
19350,8114,36.7
19750,19896,56.5
17400,10631,34.4
8500,39580,74.3
8000,44429,74.3
9698,28648,74.3
7498,27758,54.3
12998,18661,57.7
13998,11287,57.7
15298,40106,56.5
16498,23599,41.5
9998,17227,65.7
8998,49105,74.3
7698,36101,60.1
13295,22441,60.1
8298,32020,53.3
9798,24631,65.7
8298,26039,65.7
8698,28333,65.7
19998,12234,41.5
12898,22015,57.7
17800,29808,48.7
17150,16120,38.2
11200,27301,54.3
8000,58774,74.3
11798,4220,48.7
12798,18632,74.3
11998,18659,56.5
15998,20334,54.3
15498,2594,53.3
10698,32701,74.3
12998,40758,60.1
5998,33614,76.4
7298,22444,54.3
16798,38022,54.3
13998,10616,58.9
14498,13235,58.9
16598,12560,41.5
7820,16782,54.3
16730,16447,67.3
7830,26964,47.9
19776,36199,44.8
13480,33400,52.3
8600,18316,54.3
9700,8854,54.3
8691,37942,78.5
19298,2997,64.2
16998,18875,60.1
19500,9758,41.5
9300,14350,64.2
18750,10080,41.5
9600,12946,64.2
7800,15800,54.3
7750,32344,54.3
16750,20878,54.3
12000,12547,61.4
11500,22241,60.1
10498,15728,65.7
16998,12526,60.1
10498,30589,74.3
12998,5094,64.2
8798,25232,64.2
10998,11321,44.8
5298,50919,47.1
18995,15727,48.7
9495,23583,60.1
9895,49449,60.1
20795,26602,48.7
8795,56989,53.3
12495,22354,64.2
14995,32223,56.5
8998,6146,54.3
8600,50758,64.2
9780,8829,55.4
8995,25152,52.3
12995,12420,65.7
12995,12239,65.7
12995,11808,60.1
7995,14459,47.9
16698,16500,64.2
6498,32303,54.3
7298,17517,57.7
10498,16389,65.7
8395,58500,74.3
10000,25243,65.7
7311,9778,57.7
12000,13955,53.3
15395,9129,60.1
25000,10008,36.7
13000,37605,67.3
13000,29000,56.6
16998,23178,60.1
7298,30773,54.3
10998,18291,74.3
7998,42044,64.2
12498,15997,58.9
5198,37868,54.3
16998,14907,60.1
10888,2280,58.9
6990,29101,65.7
9690,27708,60.1
15495,17325,60.1
19995,20488,56.5
11999,15002,51.4
14000,27711,64.2
12398,20800,64.2
10950,6,43.5
7365,26858,54.3
8374,17226,54.3
9815,20000,52.3
7678,16023,54.3
9090,17200,64.2
9498,50875,74.3
5390,60326,67.3
10870,22648,78.5
19990,13128,54.3
8160,63117,74.3
14998,11500,46.3
14995,20605,54.3
12750,29963,54.3
17995,10491,38.2
7999,30800,64.2
5622,54770,54.3
21673,13490,56.5
17800,16691,35.3
17865,10768,38.2
12900,12128,58.9
10882,12094,61.4
13000,15462,57.7
12500,8816,64.2
10175,7917,65.7
14687,16551,64.2
8400,14448,54.3
6940,41628,57.7
4810,15155,57.7
7580,33056,54.3
9157,9971,61.4
10995,6928,55.4
12995,8,55.4
12995,7,55.4
29495,4430,34.5
12495,37877,52.3
8975,20884,65.7
16495,6988,58.9
11298,13733,58.9
10398,16114,55.4
11298,13546,58.9
6998,45112,88.3
11498,23361,51.4
10698,57797,36.7
11498,27307,60.1
12298,25546,61.4
16698,27542,67.3
16698,14122,60.1
18998,2494,49.6
13598,10348,58.9
22498,9,74.3
14995,18406,64.2
13995,49531,49.6
9750,24788,65.7
13750,5338,54.3
18495,9902,47.9
14995,15341,68.9
13498,13723,58.9
9698,23764,61.4
19698,5234,40.3
25998,13847,58.9
7995,58535,78.5
5998,61889,60.1
18498,12096,41.5
15698,42060,41.5
15990,8276,60.1
17495,25745,56.5
10250,53457,74.3
14495,37127,64.2
9295,22619,65.7
11495,29200,54.3
3495,50452,57.7
9295,52138,68.9
13995,11468,53.3
5995,63305,54.3
16998,19097,67.3
12498,37889,64.2
11698,13800,55.4
16998,11385,64.2
11298,10421,52.3
11798,14772,74.3
10298,17331,53.3
14998,6829,38.2
11498,5262,48.7
16998,6521,50.4
15995,12563,58.9
14995,1798,56.5
25995,12369,54.3
11698,5620,65.7
10498,10356,65.7
9498,32884,60.1
18498,26904,67.3
16498,9970,62.8
18998,36,60.1
4698,69315,54.3
7998,61904,74.3
6698,36895,76.4
7698,33286,54.3
13990,16740,64.2
9298,24252,65.7
9498,17231,68.9
9498,34913,74.3
5498,69990,54.3
9298,33540,53.3
18795,7452,38.2
15495,8963,67.3
14995,21156,45.6
14995,23954,45.6
14795,33542,45.6
12595,11086,55.4
7195,6777,57.7
17295,20308,58.9
11295,43211,52.3
14995,16504,40.3
15995,26929,67.3
9498,51007,36.7
7498,40975,61.4
14698,10812,80.7
16998,16919,51.4
19498,7184,45.6
8998,10172,60.1
5495,55259,54.3
7795,30000,44.8
9995,14368,64.2
7500,44430,44.8
17990,100,38.2
11000,15803,68.9
15000,5901,53.3
16795,384,53.3
10995,28798,56.5
19995,23620,48.7
7295,15649,54.3
10495,31221,48.7
4295,72121,54.3
11350,20824,65.7
18300,9033,54.3
15500,3380,58.9
6500,25600,54.3
14000,11334,53.3
17990,1050,38.2
8500,72000,53.3
21000,16461,56.5
10700,17247,65.7
13000,13202,47.1
6490,30155,54.3
12000,63694,54.3
7800,7741,57.7
33500,10,37.2
18500,5297,57.7
7450,8621,57.7
10800,17594,65.7
7550,12010,57.7
15995,8496,60.1
13995,11643,54.3
9990,21986,55.4
7995,28694,54.3
15750,9969,51.4
6995,87659,67.3
7300,21662,57.7
10500,28958,64.2
9000,72777,64.2
9500,52126,58.9
12000,30088,64.2
9000,33584,68.9
9290,14004,53.3
9995,46391,54.3
16950,11449,45.6
12995,10727,57.7
9500,12408,68.9
11250,22989,64.2
14200,11065,67.3
11500,13199,56.5
11400,3874,58.9
6799,7176,57.7
8990,46000,65.7
9495,66500,47.9
6750,42819,65.7
16995,13255,47.9
16995,13255,47.9
6750,42819,65.7
9495,66500,47.9
16495,13463,31
14985,17731,54.3
21845,6322,29.1
15000,24101,60.1
16000,5000,58.9
20000,4051,47.9
8000,49327,60.1
8500,6043,48.7
12000,8538,56.5
12990,4675,56.5
13650,38969,60.1
10000,52634,53.3
19544,18920,35.8
8200,23420,53.3
11300,28271,57.7
14200,9947,55.4
12500,34868,60.1
13900,33059,60.1
11500,5859,54.3
10250,17549,65.7
19500,6112,41.5
17400,21900,61.4
10000,25233,62.8
16500,5910,46.3
14490,8274,58.9
10000,6797,65.7
8500,42000,62.8
9790,5879,64.2
5490,71445,44.1
18990,28911,51.4
10490,16087,65.7
6495,30092,57.7
4499,21303,57.7
7995,22500,52.3
9995,27755,62.8
10995,17316,65.7
7495,39012,65.7
15450,26854,38.2
20359,7222,52.3
24990,7725,54.3
8795,62248,68.9
16995,48533,56.5
18395,10568,54.3
18490,36000,48.7
9690,40911,64.2
12995,8578,58.9
17995,34880,52.3
6495,52851,70.6
9695,32793,68.9
14500,4906,49.6
10490,8864,64.2
8250,26937,65.7
12200,48744,60.1
12390,26482,74.3
14990,13562,58.9
11790,29416,64.2
7995,46702,78.5
7890,30035,64.2
7290,54184,88.3
16490,15121,58.9
9490,32803,60.1
7995,25109,44.1
9795,48154,64.2
9995,22885,58.9
19194,64432,44.8
14995,7641,40.4
11695,15866,58.9
9995,50178,54.3
20645,23743,47.9
17345,29084,54.3
5790,40000,54.3
17990,880,38.2
36500,672,30.7
12490,16975,88.3
13690,4401,48.7
7390,40782,54.3
18490,19775,48.7
9990,12639,65.7
10490,11785,65.7
13290,9459,60.1
33500,10,37.2
7490,62398,74.3
10490,26985,54.3
9990,5029,65.7
6490,30869,67.3
9590,9864,65.7
24990,4380,34.5
8790,45987,52.3
15990,15292,40.3
12495,11042,88.3
15790,8422,60.1
9495,10126,65.7
15590,7513,51.4
13250,13090,57.7
17990,4967,48.7
10990,22888,54.3
15790,7721,54.3
16990,7271,45.6
14190,3816,58.9
9750,25500,65.7
20775,270,50.4
21490,295,60.1
6995,32500,65.7
19990,2280,57.7
14950,8480,53.3
15495,20530,54.3
6595,33842,54.3
7995,21299,70.6
9990,19263,65.7
4950,12864,57.7
8450,45444,74.3
15450,27000,41.5
11950,12739,51.4
15795,5152,51.4
12495,12810,56.5
19995,22930,48.7
13395,12043,65.7
14495,9700,57.7
14995,9990,48.7
7995,36500,60.1
15250,46800,54.3
8650,36700,52.3
14995,200,58.9
10950,31079,74.3
15888,2445,58.9
8950,21182,68.9
16495,7137,60.1
12950,14369,64.2
13950,22188,57.7
8990,21871,65.7
14950,13411,60.1
11995,43393,67.3
39990,691,22.1
9450,28463,68.9
9200,13751,64.2
10200,32058,64.2
10250,26457,65.7
7250,32880,64.2
17750,24984,48.7
17698,6543,60.1
4698,22455,57.7
5498,57311,54.3
6298,33627,54.3
6298,30797,54.3
14998,33184,60.1
8998,22773,53.3
6598,18143,47.1
11998,46780,67.3
13495,37000,45.6
15450,15574,64.2
6950,28215,57.7
9995,5143,43.5
14998,36023,54.3
8495,36000,44.8
16500,6069,61.4
14250,4706,65.7
9490,15196,64.2
13250,7896,58.9
9400,36239,65.7
7950,5023,57.7
21390,15800,56.5
13390,32123,64.2
9690,65000,60.1
9790,50192,60.1
11990,37800,45.6
9990,51097,39.2
13790,26984,47.1
8990,39000,74.3
5490,58000,65.7
4990,48232,44.1
6699,33315,57.7
12799,12949,68.9
10699,45497,47.9
7699,16241,57.7
10300,23296,65.7
16300,17287,60.1
12500,10349,65.7
8300,23043,57.7
10350,10573,65.7
7250,47360,44.1
7250,45000,65.7
16500,31100,54.3
20500,10465,37.7
12695,32659,67.3
7495,28290,54.3
8995,20741,65.7
17495,6800,60.1
7695,13000,54.3
6495,43000,58.9
26698,3498,50.4
10298,13095,53.3
9798,23858,55.4
14998,23589,67.3
6998,33353,65.7
18498,2369,49.6
7498,29951,65.7
15998,24024,45.6
9995,20102,60.1
14998,9712,58.9
13798,11680,58.9
7498,17151,47.1
14500,15644,54.3
15300,4311,54.3
12400,26719,74.3
12377,30335,65.7
9500,15636,54.3
7400,31563,54.3
9300,4520,54.3
7950,6073,57.7
15950,6768,58.9
25250,7416,34.5
7990,33699,64.2
7495,4627,54.3
9599,28240,65.7
12995,9597,58.9
17690,7404,45.6
10250,6613,47.9
9800,14522,64.2
8100,10468,57.7
11300,13802,58.9
19000,16316,54.3
13998,35448,60.1
11998,7721,65.7
7998,33515,61.4
11998,20758,74.3
13700,9889,54.3
16450,10265,54.3
7995,14631,54.3
11450,13056,58.9
11450,25133,47.9
16950,2684,41.5
11950,6046,78.5
14250,11591,60.1
7250,13865,57.7
10050,14830,64.2
9000,10920,57.7
12400,14346,62.8
11200,10357,65.7
21000,52,60.1
9741,23860,64.2
17498,13743,51.4
9998,37962,53.3
12698,5715,51.4
9998,11599,52.3
15998,22814,54.3
10298,41460,55.4
11980,30898,51.4
9698,24505,64.2
4998,71825,65.7
15998,21173,58.9
4698,19502,57.7
6998,39405,65.7
17298,10044,67.3
11998,14032,74.3
17498,13058,54.3
16998,18678,74.3
13995,20893,38.2
11995,21643,47.9
15995,2350,54.3
9290,30803,68.9
13990,37187,54.3
25990,9282,51.4
6290,33428,54.3
15490,8028,55.4
10690,15650,55.4
8498,55102,44.8
11498,22213,74.3
11998,15798,65.7
10598,14212,60.1
10998,27412,74.3
7498,2263,65.7
7998,69211,53.3
11998,16121,74.3
12698,15619,74.3
9998,28534,74.3
7998,41527,44.8
9598,29720,57.7
14598,6194,57.7
15998,30324,43.5
9998,4027,64.2
16998,21284,74.3
14498,22338,54.3
13798,24123,67.3
6998,37376,54.3
14998,9587,60.1
9998,5012,65.7
12498,20554,74.3
13298,12912,46.3
7998,30654,65.7
9998,42692,52.3
8998,36501,64.2
9998,22147,78.5
10998,14345,65.7
12298,17442,64.2
9298,59701,53.3
5798,33850,54.3
10498,14272,65.7
7998,22016,54.3
12498,14348,56.5
16498,9557,60.1
10798,18847,88.3
11298,13778,58.9
11698,9782,55.4
10298,18192,65.7
18998,19725,67.3
11998,9038,74.3
9998,19096,65.7
8498,17292,54.3
12998,30127,54.3
9998,14519,64.2
9698,33005,53.3
10498,25356,64.2
7998,29531,54.3
6998,34716,54.3
17698,7373,54.3
7298,35367,54.3
8498,38313,60.1
7298,52544,67.3
16798,17998,60.1
13598,12391,58.9
15998,7063,31
10830,14420,58.9
4290,54096,57.7
7790,30947,65.7
11490,30993,47.9
6340,13954,57.7
11298,24939,61.4
14998,10306,58.9
16298,7097,64.2
17298,32451,54.3
15798,11614,60.1
16998,12926,60.1
11495,28500,47.9
11698,48523,54.3
13498,12726,51.4
9998,6963,43.5
23695,3541,74.3
20498,9987,74.3
16998,13998,60.1
11198,16997,58.9
11998,36244,54.3
12698,12628,64.2
12998,25279,74.3
11798,5029,48.7
13798,6505,48.7
14660,2150,54.3
7050,70672,74.3
8370,43924,60.1
8990,26437,62.8
4990,66175,85.6
12998,10102,58.9
16998,21277,60.1
17298,12142,48.7
10495,33237,60.1
11250,16787,56.5
8550,16173,65.7
15086,40198,64.2
6420,76314,61.4
9699,23149,62.8
13200,2803,58.9
10500,7994,55.4
10998,6931,57.7
14298,20442,64.2
9998,51916,78.5
9698,12920,65.7
8998,14342,65.7
7698,22384,65.7
12990,29106,64.2
9770,23653,65.7
9280,30150,74.3
12046,48254,39.2
18991,19460,67.3
19991,11559,37.7
7491,17200,54.3
9849,13998,65.7
10799,59193,65.7
10699,9027,60.1
7499,16427,65.7
5698,70048,65.7
10298,21420,53.3
10298,18840,65.7
9998,46011,74.3
15798,38199,67.3
13998,13024,58.9
15498,21602,64.2
16498,23151,54.3
16498,12368,74.3
6998,20325,54.3
8998,12118,54.3
18698,14087,41.5
13998,13194,54.3
9698,27025,65.7
14390,37813,60.1
17799,20747,56.5
6999,49000,65.7
9380,33929,64.2
11999,12700,65.7
10500,31350,74.3
15270,37484,54.3
8617,11560,65.7
11499,24300,47.9
10478,30069,64.2
14998,18209,56.6
9698,34371,74.3
16498,12245,51.4
16598,11256,51.4
15498,3059,60.1
9298,30987,60.1
17498,17662,60.1
16998,29068,67.3
16298,35121,54.3
10498,13613,53.3
8980,8346,54.3
12150,63000,54.3
13200,33698,52.3
15900,11507,60.1
17860,8011,38.2
12980,11600,51.4
6810,49853,88.3
4490,31423,57.7
10050,36789,74.3
12500,40310,41.5
20850,4957,31
20700,10439,39.2
11500,19386,51.4
19380,36859,38.2
19980,18911,39.2
5480,35000,57.7
9980,27700,61.4
5980,26000,54.3
8980,56000,74.3
18300,9600,35.3
18990,35601,52.3
9490,12620,65.7
10990,2851,43.5
10490,30922,65.7
10500,22500,53.3
9000,34921,57.7
7250,22440,54.3
12495,13174,47.9
18290,1005,51.4
23155,1250,50.4
19725,3309,74.3
8430,31842,44.1
10170,36563,60.1
24995,6375,32.5
24995,5341,32.5
19690,16000,41.5
11750,22000,47.9
7471,53301,62.8
5971,73411,67.3
9471,11212,54.3
9690,23000,65.7
7710,34261,78.5
8667,47832,74.3
9000,41482,74.3
11991,31107,54.3
7495,33958,42.8
5995,44523,76.4
13990,7423,57.7
12670,7162,60.1
6890,27732,76.4
19490,2000,58.9
21390,6901,37.7
8280,28371,65.7
7990,20362,65.7
8890,3669,47.9
8989,4536,47.9
15495,2112,58.9
12940,33000,67.3
28450,4577,54.3
22980,3377,37.2
22620,9963,38.7
23190,5099,38.7
23880,4507,38.7
23780,12500,55.4
7220,50211,88.3
10191,50000,47.9
10491,8801,53.3
8650,11871,74.4
19298,5689,50.4
10607,20366,54.3
13091,33937,62.8
6990,48462,61.4
10495,15146,58.9
13180,19065,74.3
6800,15974,65.7
10277,15414,64.2
13338,23117,41.5
12890,14509,60.1
4780,47969,54.3
19320,11909,41.5
6590,24916,54.3
19990,18500,54.3
12240,20245,64.2
17060,9000,67.3
10547,35226,64.2
9578,44000,47.9
8082,32309,65.7
11731,22522,60.1
10441,46032,60.1
15250,3939,57.7
6999,28861,54.3
13480,37652,60.1
7950,52053,68.9
22998,7030,74.3
9298,20369,65.7
17298,9463,41.5
16998,11651,60.1
12298,18593,55.4
6100,48438,54.3
7197,49132,74.4
10490,47018,51.4
7470,50039,56.5
12698,5987,58.9
12498,16549,74.3
10798,13167,55.4
5840,58804,67.3
9420,40792,57.7
10870,19862,60.1
8791,13579,64.2
10699,45497,47.9
6699,33315,57.7
10298,40375,68.9
18498,40512,52.3
18798,5015,62.8
10298,11552,55.4
6298,34701,54.3
9798,27485,60.1
13298,16400,45.6
13998,10826,51.4
10250,30086,74.3
11750,27800,60.1
21000,10671,31
8000,40253,60.1
13500,9999,57.7
16000,8543,64.2
6650,57016,65.7
15500,13036,41.5
12000,8589,57.7
11750,14372,53.3
11498,15411,57.7
11498,36658,64.2
19298,26035,52.3
11498,5492,48.7
19498,4551,64.2
7698,9578,57.7
6698,35725,54.3
10298,18563,60.1
7410,53593,78.5
10000,40200,52.3
15877,40454,67.3
11000,18039,65.7
8471,18703,48.7
9312,18850,65.7
9500,17226,65.7
15000,29680,54.3
17000,3745,60.1
8498,24348,74.4
11698,22997,55.4
25498,19364,47.9
10298,24745,78.5
17998,23521,60.1
17498,14074,61.4
14998,8147,60.1
14498,37623,54.3
13998,77495,56.5
7899,25465,54.3
11000,50940,74.3
6999,63259,61.4
7500,15800,47.1
7999,14796,57.7
8999,19300,54.3
10950,21631,60.1
10500,19255,78.5
14750,12604,55.4
8000,16756,54.3
19000,11717,41.5
6750,40621,42.8
11500,27000,74.3
8799,52333,44.8
5995,58769,65.7
7500,22867,57.7
9999,47311,74.3
8222,42102,65.7
6899,31910,70.6
16688,16735,60.1
8000,47911,67.3
7495,15060,57.7
9823,28828,65.7
9877,58317,47.9
10000,49904,74.3
9998,30605,74.3
18875,1137,47.9
18000,5770,64.2
17550,16672,64.2
13766,12983,58.9
10642,16364,65.7
10463,13811,65.7
34000,10,37.2
9356,42342,53.3
22000,10637,52.3
10000,32709,65.7
10450,22380,64.2
6900,28154,44.1
13240,58644,61.4
13195,29730,58.9
7700,11015,54.3
9600,22772,65.7
14460,30981,52.3
16975,293,54.3
11699,36928,62.8
9399,14944,60.1
13250,36145,56.6
10980,18982,65.7
7999,36987,54.3
7250,47360,44.1
8500,45345,65.7
